0.00000  0.05818  0.55195  0.55690  0.67847  2.68284  2.68284  2.74628  2.75242  2.84353  2.70532  2.70532  2.70623  2.70617  2.70628  2.70628  2.70549  2.70543  2.70555  2.70515  2.70567  2.70303  2.70297  2.74229  2.74352  2.73548  2.77921  2.77915  2.78630  2.74318  2.76956  2.76967  2.76759  2.78319  2.78331  2.78470  2.78320  2.78157  2.78027  2.77992  2.78191  2.78393  2.78171  2.76579  2.76661  2.76587  2.76828  2.76057  2.76018  2.76031  2.75376  2.74891  2.78987  2.79136  2.75914  2.80019  4.60961  4.61239  4.59896  4.60507  4.60718  4.54216  4.55160  4.60388  4.54554  4.53070  4.46660  4.30790  4.30799
0.05818  0.00000  0.55076  0.55571  0.67728  2.68165  2.68165  2.74508  2.75123  2.84234  2.70413  2.70413  2.70504  2.70498  2.70509  2.70509  2.70430  2.70424  2.70436  2.70396  2.70448  2.70184  2.70178  2.74110  2.74233  2.73429  2.77802  2.77796  2.78511  2.74199  2.76837  2.76848  2.76640  2.78200  2.78211  2.78350  2.78201  2.78038  2.77908  2.77873  2.78072  2.78274  2.78052  2.76460  2.76542  2.76468  2.76708  2.75938  2.75899  2.75912  2.75257  2.74772  2.78868  2.79017  2.75795  2.79900  4.60842  4.61120  4.59776  4.60388  4.60599  4.54097  4.55040  4.60269  4.54435  4.52951  4.46541  4.30671  4.30680
0.55195  0.55076  0.00000  0.04800  0.60882  2.61319  2.61319  2.67663  2.68277  2.77388  2.63568  2.63568  2.63658  2.63652  2.63664  2.63664  2.63584  2.63579  2.63590  2.63550  2.63603  2.63339  2.63333  2.67264  2.67387  2.66583  2.70956  2.70950  2.71665  2.67353  2.69991  2.70002  2.69794  2.71355  2.71366  2.71505  2.71355  2.71192  2.71062  2.71028  2.71226  2.71428  2.71207  2.69614  2.69696  2.69622  2.69863  2.69092  2.69053  2.69066  2.68411  2.67926  2.72022  2.72172  2.68949  2.73054  4.53996  4.54274  4.52931  4.53542  4.53753  4.47251  4.48195  4.53423  4.47589  4.46105  4.39695  4.23825  4.23835
0.55690  0.55571  0.04800  0.00000  0.61378  2.61815  2.61815  2.68158  2.68773  2.77884  2.64063  2.64063  2.64154  2.64148  2.64159  2.64159  2.64080  2.64074  2.64086  2.64046  2.64098  2.63834  2.63828  2.67760  2.67883  2.67079  2.71452  2.71446  2.72161  2.67849  2.70487  2.70498  2.70290  2.71850  2.71861  2.72000  2.71851  2.71688  2.71558  2.71523  2.71722  2.71924  2.71702  2.70110  2.70192  2.70118  2.70358  2.69588  2.69549  2.69562  2.68907  2.68422  2.72518  2.72667  2.69445  2.73550  4.54492  4.54770  4.53426  4.54038  4.54249  4.47747  4.48690  4.53919  4.48085  4.46601  4.40191  4.24321  4.24330
0.67847  0.67728  0.60882  0.61378  0.00000  2.48740  2.48740  2.55084  2.55698  2.64809  2.50989  2.50989  2.51079  2.51074  2.51085  2.51085  2.51005  2.51000  2.51011  2.50971  2.51024  2.50760  2.50754  2.54685  2.54808  2.54004  2.58377  2.58371  2.59086  2.54774  2.57412  2.57424  2.57215  2.58776  2.58787  2.58926  2.58776  2.58613  2.58483  2.58449  2.58647  2.58849  2.58628  2.57035  2.57117  2.57043  2.57284  2.56513  2.56474  2.56487  2.55832  2.55347  2.59443  2.59593  2.56370  2.60475  4.41418  4.41695  4.40352  4.40963  4.41174  4.34672  4.35616  4.40845  4.35010  4.33526  4.27116  4.11246  4.11256
2.68284  2.68165  2.61319  2.61815  2.48740  0.00000  0.00000  0.42135  0.42749  0.51860  0.38040  0.38040  0.38130  0.38125  0.38136  0.38136  0.38056  0.38051  0.38062  0.38023  0.38075  0.37811  0.37805  0.41736  0.41860  0.41055  0.45428  0.45422  0.46137  0.41825  0.44463  0.44475  0.44266  0.45827  0.45838  0.45977  0.45827  0.45664  0.45534  0.45500  0.45699  0.45900  0.45679  0.44087  0.44168  0.44095  0.44335  0.43564  0.43526  0.43538  0.42883  0.42398  0.46495  0.46644  0.43421  1.71683  4.41619  4.41897  4.40553  4.41164  4.41376  4.34874  4.35817  4.41046  4.35211  4.33728  4.27317  4.11448  4.11457
2.68284  2.68165  2.61319  2.61815  2.48740  0.00000  0.00000  0.42135  0.42749  0.51860  0.38040  0.38040  0.38130  0.38125  0.38136  0.38136  0.38056  0.38051  0.38062  0.38023  0.38075  0.37811  0.37805  0.41736  0.41860  0.41055  0.45428  0.45422  0.46137  0.41825  0.44463  0.44475  0.44266  0.45827  0.45838  0.45977  0.45827  0.45664  0.45534  0.45500  0.45699  0.45900  0.45679  0.44087  0.44168  0.44095  0.44335  0.43564  0.43526  0.43538  0.42883  0.42398  0.46495  0.46644  0.43421  1.71683  4.41619  4.41897  4.40553  4.41164  4.41376  4.34874  4.35817  4.41046  4.35211  4.33728  4.27317  4.11448  4.11457
2.74628  2.74508  2.67663  2.68158  2.55084  0.42135  0.42135  0.00000  0.03357  0.18360  0.27488  0.27488  0.27579  0.27573  0.27584  0.27584  0.27505  0.27499  0.27511  0.27471  0.27523  0.27259  0.27253  0.31185  0.31308  0.30504  0.34877  0.34871  0.35586  0.31274  0.33912  0.33923  0.33715  0.35275  0.35287  0.35426  0.35276  0.35113  0.34983  0.34948  0.35147  0.35349  0.35127  0.33535  0.33617  0.33543  0.33784  0.33013  0.32974  0.32987  0.32332  0.31847  0.35943  0.36092  0.32870  1.78027  4.47963  4.48241  4.46897  4.47508  4.47720  4.41217  4.42161  4.47390  4.41555  4.40071  4.33661  4.17791  4.17801
2.75242  2.75123  2.68277  2.68773  2.55698  0.42749  0.42749  0.03357  0.00000  0.18975  0.28103  0.28103  0.28193  0.28188  0.28199  0.28199  0.28119  0.28114  0.28125  0.28085  0.28138  0.27874  0.27868  0.31799  0.31922  0.31118  0.35491  0.35485  0.36200  0.31888  0.34526  0.34538  0.34329  0.35890  0.35901  0.36040  0.35890  0.35727  0.35597  0.35563  0.35761  0.35963  0.35742  0.34149  0.34231  0.34157  0.34398  0.33627  0.33588  0.33601  0.32946  0.32461  0.36557  0.36707  0.33484  1.78642  4.48577  4.48855  4.47511  4.48122  4.48334  4.41832  4.42775  4.48004  4.42170  4.40686  4.34275  4.18406  4.18415
2.84353  2.84234  2.77388  2.77884  2.64809  0.51860  0.51860  0.18360  0.18975  0.00000  0.37213  0.37213  0.37304  0.37298  0.37309  0.37309  0.37230  0.37224  0.37236  0.37196  0.37249  0.36984  0.36978  0.40910  0.41033  0.40229  0.44602  0.44596  0.45311  0.40999  0.43637  0.43648  0.43440  0.45000  0.45012  0.45151  0.45001  0.44838  0.44708  0.44673  0.44872  0.45074  0.44853  0.43260  0.43342  0.43268  0.43509  0.42738  0.42699  0.42712  0.42057  0.41572  0.45668  0.45817  0.42595  1.87752  4.57688  4.57966  4.56622  4.57233  4.57445  4.50942  4.51886  4.57115  4.51280  4.49796  4.43386  4.27517  4.27526
