window_pos,normalized_RF
120_220,0.8846153846153846
670_770,0.9230769230769231
0_100,0.8846153846153846
210_310,0.8846153846153846
540_640,0.9615384615384616
350_450,0.9230769230769231
320_420,0.9230769230769231
530_630,0.9615384615384616
260_360,0.8846153846153846
600_700,0.9230769230769231
150_250,0.8846153846153846
280_380,0.8846153846153846
690_790,0.9230769230769231
90_190,0.9230769230769231
490_590,0.9230769230769231
470_570,0.9230769230769231
70_170,0.8846153846153846
400_500,0.8846153846153846
480_580,0.9230769230769231
710_809,0.9230769230769231
80_180,0.8846153846153846
410_510,0.8846153846153846
60_160,0.8846153846153846
10_110,0.8846153846153846
460_560,0.9230769230769231
140_240,0.8846153846153846
610_710,0.9230769230769231
270_370,0.8846153846153846
520_620,0.9230769230769231
330_430,0.9230769230769231
340_440,0.9230769230769231
550_650,0.9230769230769231
200_300,0.8846153846153846
660_760,0.9230769230769231
130_230,0.8846153846153846
680_780,0.9230769230769231
700_800,0.9230769230769231
290_390,0.8846153846153846
440_540,0.8846153846153846
30_130,0.8846153846153846
40_140,0.8846153846153846
430_530,0.8846153846153846
180_280,0.8846153846153846
380_480,0.8846153846153846
590_690,0.9230769230769231
110_210,0.8846153846153846
640_740,0.9230769230769231
220_320,0.8846153846153846
570_670,0.9230769230769231
360_460,0.8846153846153846
310_410,0.8846153846153846
500_600,0.9230769230769231
250_350,0.8846153846153846
630_730,0.8846153846153846
160_260,0.8846153846153846
580_680,0.9230769230769231
390_490,0.8846153846153846
190_290,0.8846153846153846
170_270,0.8846153846153846
620_720,0.9230769230769231
240_340,0.8846153846153846
510_610,0.9230769230769231
300_400,0.8846153846153846
370_470,0.8846153846153846
560_660,0.9230769230769231
230_330,0.8846153846153846
650_750,0.9230769230769231
100_200,0.8846153846153846
420_520,0.8846153846153846
50_150,0.9230769230769231
20_120,0.8846153846153846
450_550,0.8846153846153846
